Població segons lloc de naixement  per comunitats autònomes
Municipis. 2011
"Font: Idescat, a partir del Cens de població i habitatges de l'INE."
"El Cens 2011 inclou dades provinents d'enquesta. Els resultats han estat convenientment arrodonits i es mostren sense decimals. Per aquesta raó algun total pot no coincidir amb la suma de la seva desagregació per sexe, edat o territori."
Institut d'Estadística de Catalunya
http://www.idescat.cat/pub/?id=censph&n=12&by=mun
Codi,Literal,Catalunya,Barcelona,Girona,Lleida,Tarragona,Resta Estat,Andalusia,Aragó,Principat d'Astúries,Illes Balears,Canàries,Cantàbria,Castella - la Manxa,Castella i Lleó,Comunitat Valenciana,Extremadura,Galícia,Comunitat de Madrid,Regió de Múrcia,Comunitat Foral de Navarra,País Basc,"Rioja, La",Ceuta i Melilla,Estranger,Total
082861,"Torre de Claramunt, la",2805,2724,10,43,28,841,527,27,15,4,3,1,53,54,19,63,16,17,23,1,10,4,4,201,3847,
431515,"Torre de Fontaubella, la",113,6,1,0,106,10,4,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,9,132,
431520,"Torre de l'Espanyol, la",523,79,2,3,439,27,13,4,1,1,0,0,0,2,2,1,1,0,2,0,0,0,0,129,679,
252265,Torrebesses,280,24,0,256,0,8,3,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,14,302,
431536,Torredembarra,8977,3485,46,251,5195,3156,1349,262,36,24,19,17,240,283,153,248,130,148,90,26,72,23,37,3094,15227,
252287,Torrefarrera,3353,237,9,3058,49,458,155,129,3,2,4,5,15,25,26,23,18,23,12,1,9,6,2,532,4343,
259078,Torrefeta i Florejacs,548,117,1,428,2,32,13,2,1,0,0,2,5,2,2,1,1,1,2,0,0,0,0,40,621,
252304,Torregrossa,1823,74,2,1727,20,90,48,12,0,0,0,1,6,4,3,10,1,2,1,1,0,1,0,332,2246,
252311,Torrelameu,559,16,1,538,4,27,9,6,0,1,0,1,1,0,0,1,3,1,2,0,1,1,0,122,709,
082877,Torrelavit,1123,1098,2,12,11,124,69,8,1,1,1,0,13,4,7,6,3,4,2,0,0,1,4,134,1381,
082883,Torrelles de Foix,1638,1572,16,13,37,465,266,17,1,3,2,3,23,20,12,51,26,19,9,2,7,1,3,299,2401,
082896,Torrelles de Llobregat,4546,4442,23,39,42,738,319,41,6,8,14,4,53,55,44,83,35,19,30,3,14,2,8,412,5696,
171978,Torrent,143,24,119,0,0,25,15,0,1,0,0,0,1,2,2,0,1,3,0,0,0,0,0,23,191,
252326,Torres de Segre,1549,82,2,1436,29,198,84,53,4,0,0,1,4,8,12,12,5,6,7,0,0,1,0,414,2161,
252332,Torre-serona,291,15,0,275,1,28,6,8,0,0,0,0,5,2,1,1,2,1,2,0,0,0,0,42,361,
171984,Torroella de Fluvià,439,92,342,5,0,46,19,1,2,0,1,0,2,5,2,4,5,4,0,1,0,0,0,207,692,
171997,Torroella de Montgrí,6824,1024,5718,59,23,1399,838,52,16,9,4,10,62,112,76,71,48,42,19,9,23,1,6,3073,11296,
431541,Torroja del Priorat,143,54,1,0,88,12,6,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,17,172,
172001,Tortellà,668,127,532,6,3,54,18,8,0,1,1,0,0,3,5,8,2,6,1,0,1,0,0,59,781,
431554,Tortosa,23859,1351,54,133,22321,3617,1003,721,30,26,15,12,226,239,795,117,84,148,70,37,49,19,27,6946,34422,
172018,Toses,140,58,82,0,0,7,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,7,154,
172023,Tossa de Mar,3261,994,2207,34,26,1142,482,63,3,3,8,4,93,83,31,245,40,25,17,8,23,7,6,1407,5809,
252347,Tremp,4278,592,21,3624,41,784,297,121,16,5,10,8,39,67,42,30,39,41,19,6,17,3,24,1228,6289,
172044,Ullà,550,71,476,1,2,130,94,1,0,0,1,0,4,9,2,7,3,3,2,2,0,0,2,357,1037,
082900,Ullastrell,1773,1719,6,38,10,142,92,8,0,2,0,0,6,9,5,6,4,3,3,1,1,0,2,70,1985,
172057,Ullastret,240,23,217,0,0,16,8,0,0,3,0,0,0,3,1,1,0,0,0,0,0,0,0,18,274,
431567,Ulldecona,4198,386,9,12,3791,868,302,83,2,6,0,3,64,18,312,19,12,22,9,5,6,1,4,2070,7136,
431573,Ulldemolins,390,42,0,14,334,25,3,2,0,1,1,0,2,3,3,2,4,3,0,0,0,0,1,20,435,
172039,Ultramort,184,26,158,0,0,10,2,1,0,0,0,0,0,1,0,1,1,1,1,0,2,0,0,13,207,
172060,Urús,162,79,60,23,0,23,5,1,0,0,0,0,4,5,0,1,2,4,1,0,0,0,0,18,203,
082917,Vacarisses,4923,4826,18,50,30,990,590,33,20,6,4,3,57,63,45,53,34,21,24,5,14,0,18,327,6240,
170144,"Vajol, la",59,15,43,0,1,7,1,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,21,87,
172076,"Vall d'en Bas, la",2741,352,2377,5,7,113,56,5,2,3,4,0,8,10,3,2,6,6,1,1,3,3,0,82,2936,
172082,"Vall de Bianya, la",1153,148,988,8,9,81,43,7,0,0,1,0,9,5,1,2,0,8,0,1,3,1,0,86,1320,
250432,"Vall de Boí, la",819,171,4,621,23,105,26,31,3,2,1,0,1,5,7,3,11,7,1,1,6,0,0,121,1045,
259010,Vall de Cardós,312,72,0,230,10,29,11,4,0,0,0,0,3,2,2,1,3,1,0,1,1,0,0,65,406,
082922,Vallbona d'Anoia,1045,1024,5,9,7,248,144,9,2,3,0,2,16,10,9,22,11,10,4,4,0,1,1,125,1418,
252385,Vallbona de les Monges,231,62,2,142,25,11,4,2,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,15,257,
082938,Vallcebre,248,242,0,4,2,23,15,0,0,0,1,0,2,2,0,0,1,1,0,1,0,0,0,6,277,
431589,Vallclara,111,28,1,8,74,8,3,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,6,125,
252402,Vallfogona de Balaguer,1474,114,1,1352,7,199,88,30,1,2,3,3,18,8,10,17,0,4,10,0,4,1,0,179,1852,
171707,Vallfogona de Ripollès,195,61,132,0,2,13,6,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,14,222,
431592,Vallfogona de Riucorb,82,29,0,11,43,14,9,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,25,121,
082943,Vallgorguina,2097,2038,30,15,15,264,92,12,7,6,2,0,14,30,16,22,15,17,12,4,6,2,8,242,2604,
082956,Vallirana,10212,10001,42,78,91,3090,1560,152,12,16,6,15,256,252,113,284,196,66,91,12,33,6,21,1206,14509,
172095,Vall-llobrega,708,112,588,5,2,91,52,5,2,0,0,1,2,5,6,2,2,6,1,0,3,1,3,97,895,
431606,Vallmoll,1186,124,6,13,1043,348,221,14,3,1,1,1,14,13,21,26,7,8,14,0,1,1,2,119,1652,
082969,Vallromanes,1994,1951,8,16,19,250,95,21,3,3,1,4,18,27,16,13,10,13,15,2,5,3,1,220,2463,
431613,Valls,16534,2013,58,290,14173,4383,2570,327,32,28,20,21,287,239,176,315,85,114,74,16,53,12,15,3976,24893,
259062,"Valls d'Aguilar, les",232,37,2,192,0,16,7,3,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,44,292,
252398,"Valls de Valira, les",568,99,9,456,4,93,24,2,7,0,0,2,4,4,11,6,21,5,0,1,6,0,0,246,907,
431628,Vandellòs i l'Hospitalet de l'Infant,3635,710,26,97,2802,1329,383,206,21,12,13,12,115,135,84,119,42,84,35,7,42,5,14,955,5919,
259097,"Vansa i Fórnols, la",150,39,1,109,1,12,7,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,38,200,
082975,Veciana,148,132,2,13,1,13,8,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,7,168,
431634,"Vendrell, el",22229,10576,113,352,11188,7941,3545,514,162,48,45,79,507,654,338,966,363,225,223,48,130,27,68,6307,36476,
172109,Ventalló,595,122,465,4,4,43,17,2,0,0,1,0,2,4,3,6,4,1,2,0,1,0,0,169,807,
252424,Verdú,830,140,3,663,24,75,48,5,2,0,0,4,3,5,0,6,1,1,0,0,0,0,0,109,1013,
172116,Verges,931,67,858,4,2,89,33,2,0,1,1,3,3,11,2,24,0,4,2,0,2,0,1,172,1192,
431649,Vespella de Gaià,237,143,3,1,90,103,41,10,0,1,0,0,13,8,9,5,8,1,4,0,2,0,1,53,393,
082981,Vic,26972,25794,809,227,142,4370,2557,166,43,41,19,29,168,312,143,355,163,94,87,38,64,24,68,9656,40998,
172121,Vidrà,149,75,73,0,1,5,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,9,163,
172137,Vidreres,5285,2040,3178,34,32,1237,689,51,14,7,7,4,59,85,41,134,40,40,43,3,11,2,6,1149,7671,
252430,Vielha e Mijaran,2796,503,51,2184,58,1209,205,174,21,12,7,8,41,120,49,36,344,72,13,10,92,3,3,1465,5470,
431652,Vilabella,643,72,2,4,565,83,68,4,1,1,0,0,2,3,1,2,0,0,1,0,0,0,0,106,831,
172142,Vilabertran,754,54,699,1,0,86,61,0,2,1,1,1,3,5,0,6,1,2,2,1,0,0,0,65,906,
172155,Vilablareix,2023,162,1843,12,6,348,191,17,1,6,0,0,22,34,13,32,8,15,2,1,4,0,2,59,2430,
082994,Vilada,450,426,18,5,1,32,10,2,0,0,0,0,3,8,1,1,4,2,0,1,0,0,0,10,491,
172174,Viladamat,382,46,335,0,1,17,10,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,46,445,
172168,Viladasens,175,23,151,0,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,212,
083015,Viladecans,40862,40108,145,290,319,17516,9573,794,129,77,55,50,1455,1190,617,1648,712,339,496,54,149,40,139,6621,64999,
083008,Viladecavalls,5702,5566,33,78,25,1400,896,101,9,10,10,9,73,83,37,67,34,29,18,1,11,2,10,316,7418,
172180,Vilademuls,638,131,502,1,4,36,10,6,0,2,0,2,1,4,1,2,2,4,0,2,0,0,0,98,772,
172207,Viladrau,874,501,366,5,2,76,37,10,1,0,3,2,2,6,3,2,4,2,3,0,1,0,0,120,1071,
172214,Vilafant,3955,293,3624,19,19,1144,701,26,9,12,4,3,33,89,28,139,38,25,16,4,5,2,10,419,5518,
083054,Vilafranca del Penedès,25403,24172,105,255,871,6234,2548,351,93,36,28,38,623,347,315,1102,151,184,204,32,104,18,61,7203,38839,
252445,Vilagrassa,376,48,3,318,7,59,37,7,1,0,0,3,0,0,3,2,4,0,1,0,1,0,0,56,490,
172235,Vilajuïga,842,113,720,3,6,142,68,6,1,1,2,1,1,7,5,31,3,3,4,2,6,0,1,166,1150,
431750,Vilalba dels Arcs,656,66,0,1,589,30,2,14,0,0,0,0,2,5,5,2,0,0,0,0,0,0,0,22,708,
083067,Vilalba Sasserra,572,551,8,6,7,77,43,1,2,0,0,0,7,3,4,9,2,2,1,0,3,0,0,53,701,
252458,Vilaller,378,51,4,314,9,126,23,69,2,0,0,0,4,5,1,4,10,4,0,0,3,1,0,137,641,
172240,Vilallonga de Ter,380,123,254,2,1,20,11,2,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,54,454,
431665,Vilallonga del Camp,1604,165,6,28,1405,301,169,16,0,0,1,5,25,14,9,24,9,10,11,1,4,0,3,303,2208,
172253,Vilamacolum,227,31,195,0,1,15,5,1,0,0,0,1,0,2,2,0,1,3,0,0,0,0,0,44,286,
172266,Vilamalla,759,63,688,4,4,261,163,4,3,1,0,0,7,18,2,32,16,4,4,1,5,0,0,74,1094,
172272,Vilamaniscle,131,29,102,0,0,6,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,29,166,
252477,Vilamòs,130,53,1,70,6,38,8,3,0,1,0,0,0,7,3,0,5,6,0,0,5,0,0,17,185,
172288,Vilanant,322,45,276,0,1,17,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,38,377,
431671,Vilanova d'Escornalbou,451,64,0,6,381,25,12,3,0,1,1,2,1,0,0,2,0,1,0,0,1,1,0,85,560,
252483,Vilanova de Bellpuig,1023,76,3,939,5,39,13,9,0,0,0,0,4,3,4,2,2,0,0,1,0,1,0,128,1190,
252496,Vilanova de l'Aguda,235,18,1,215,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,242,
252542,Vilanova de la Barca,830,45,6,769,10,91,32,16,0,1,0,0,7,10,6,7,1,8,3,0,0,0,0,230,1151,
252509,Vilanova de Meià,378,64,0,312,2,15,6,2,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,28,421,
431687,Vilanova de Prades,108,20,0,8,80,6,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,126,
083036,Vilanova de Sau,294,285,6,2,1,17,9,2,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,12,323,
252516,Vilanova de Segrià,709,37,2,665,5,83,40,17,0,1,1,2,4,2,1,5,5,3,1,0,1,0,0,98,890,
083020,Vilanova del Camí,8209,7924,23,180,82,3283,1720,75,19,9,3,4,118,187,67,800,27,33,180,4,24,3,11,1090,12582,
089024,Vilanova del Vallès,4067,3996,37,19,15,716,328,45,3,10,0,7,33,63,30,73,34,22,39,6,16,4,3,280,5063,
083073,Vilanova i la Geltrú,42285,40090,242,569,1385,13955,5789,926,172,119,72,79,1181,1107,619,1842,441,456,685,76,240,52,101,9834,66074,
431690,Vilaplana,507,31,0,5,471,41,20,2,0,4,0,0,2,5,3,0,0,4,1,0,0,0,0,71,620,
431704,Vila-rodona,958,202,4,14,738,103,50,7,0,1,1,0,7,6,11,8,2,4,0,2,3,1,0,212,1274,
172305,Vila-sacra,458,35,419,2,2,91,48,1,4,2,4,1,1,6,3,6,2,10,2,0,1,0,0,124,672,
252521,Vila-sana,593,54,3,532,4,49,21,7,1,0,0,1,3,2,3,4,5,1,0,0,0,1,0,59,701,
431711,Vila-seca,11439,1267,63,285,9824,5777,2969,585,141,24,32,30,347,436,222,314,189,183,106,32,117,15,36,4567,21783,
082140,Vilassar de Dalt,6794,6641,55,58,40,1451,421,106,12,17,5,11,84,108,57,57,45,48,423,23,22,5,8,618,8863,
082191,Vilassar de Mar,14716,14257,120,193,146,3051,857,246,34,42,29,21,372,298,186,275,142,221,165,30,86,19,28,2115,19881,
172229,Vilaür,120,28,89,3,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,140,
431726,Vilaverd,383,62,0,10,311,68,33,8,1,0,1,0,2,4,1,4,8,0,4,0,2,0,0,43,494,
431732,"Vilella Alta, la",126,21,1,2,102,8,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,141,
431747,"Vilella Baixa, la",180,55,2,2,121,11,7,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,31,222,
172333,Vilobí d'Onyar,2395,222,2161,7,5,325,186,6,4,10,5,2,17,18,11,31,12,8,5,4,5,0,1,304,3024,
083041,Vilobí del Penedès,938,907,3,5,23,68,28,3,1,1,0,1,3,4,1,20,2,2,2,0,0,0,0,102,1109,
172327,Vilopriu,170,45,122,3,0,8,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,33,211,
252537,"Vilosell, el",161,36,1,109,15,17,5,1,0,0,0,0,2,1,0,4,0,1,0,0,2,1,0,19,197,
431763,Vimbodí i Poblet,844,172,1,53,618,106,31,9,1,4,0,0,5,9,11,24,4,1,3,1,2,1,0,57,1007,
252555,Vinaixa,462,83,1,357,21,61,31,3,0,0,0,0,5,7,1,5,3,1,3,0,2,0,0,39,562,
431779,Vinebre,344,68,1,1,274,51,32,5,1,0,0,0,0,0,4,5,1,1,2,0,0,0,0,83,478,
431785,Vinyols i els Arcs,1277,151,6,42,1078,295,127,22,9,4,0,4,19,31,14,11,11,9,7,4,19,4,0,355,1927,
083089,Viver i Serrateix,170,156,3,10,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,177,
430521,Xerta,1066,133,7,6,920,94,28,16,0,0,0,0,5,4,23,3,10,3,2,0,0,0,0,111,1271,
,Catalunya,4784915,3562602,430086,333308,458918,1446703,644185,108817,15714,10965,7372,8327,105109,132456,61989,132146,77941,44297,45538,10102,21805,6578,13362,1288224,7519843,

